p-value	side	q-value	pathway	feature
5.486099220562724e-05	pos	0.004081657820098667	Glycerophospholipid metabolism PAO1	0.0
0.0001288528851353977	pos	0.007988878878394657	Phosphonate transport system	0.0
8.951747609836448e-10	pos	3.330050110859158e-07	Phosphate transport system	0.0
5.3040396326718004e-09	pos	6.577009144513033e-07	Type II general secretion pathway	0.0
2.67434407525479e-09	pos	4.974279979973909e-07	Phosphonate and phosphinate metabolism PAO1	0.0
3.927159886056301e-08	neg	3.6522586940323597e-06	Aminobenzoate degradation PAO1	0.0
2.2727170935674375e-10	pos	8.454507588070866e-08	Type VI secretion system	2.0
1.1073076165463683e-07	pos	2.059592166776245e-05	Bacterial chemotaxis PAO1	2.0
0.00016605030128830387	pos	0.030885356039624518	Macrolide resistance, MacAB-TolC transporter	3.0
4.074751613946888e-05	pos	0.015158076003882422	Zinc transport system	3.0
8.792750614845415e-05	pos	0.016354516143612472	Amino sugar and nucleotide sugar metabolism PAO1	4.0
7.462735192478947e-05	pos	0.016354516143612472	Flagellar assembly PAO1	4.0
0.0002333413528169543	pos	0.0434014916239535	Arginine and proline metabolism PAO1	5.0
5.585272888007612e-25	neg	2.0777215143388315e-22	Sulfur metabolism PAO1	5.0
6.652502520750225e-05	pos	0.012373654688595418	Oxidative phosphorylation PAO1	6.0
4.180096038140809e-08	neg	1.5549957261883808e-05	Quorum sensing PAO1	6.0
4.4253129234213064e-05	pos	0.00823108203756363	Aminobenzoate degradation PAO1	7.0
5.117298499622441e-07	neg	0.0001903635041859548	Styrene degradation PAO1	7.0
3.056365303540755e-39	pos	1.1369678929171608e-36	Type III secretion system	9.0
5.78410729187011e-05	pos	0.021516879125756807	Amino sugar and nucleotide sugar metabolism PAO1	10.0
1.7930314223619725e-05	neg	0.006670076891186537	Leucine degradation, leucine => acetoacetate + acetyl-CoA	11.0
5.635731786019041e-06	pos	0.0020964922243990832	Oxidative phosphorylation PAO1	12.0
5.593478458890062e-05	neg	0.0069359132890236775	Pyocyanine biosynthesis, chorismate => pyocyanine	12.0
0.0004878342656067426	neg	0.036294869361141645	Type VI secretion system	12.0
5.0499843566104446e-05	neg	0.0069359132890236775	Quorum sensing PAO1	12.0
0.00043351933541224967	neg	0.036294869361141645	Sulfur metabolism PAO1	12.0
4.5395553203312707e-10	pos	1.6887145791632325e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	13.0
7.783553766926901e-07	pos	0.00014477410006484036	Iron complex transport system	13.0
0.0002783688361272548	pos	0.02071064140786776	Aminobenzoate degradation PAO1	13.0
0.00016148556259081392	pos	0.015018157320945693	Zinc transport system	13.0
5.7491266862886805e-05	neg	0.007128917090997964	Glyoxylate and dicarboxylate metabolism PAO1	13.0
9.752994253153993e-11	neg	3.6281138621732854e-08	Nitrogen metabolism PAO1	14.0
3.7756673805499076e-09	neg	1.4045482655645656e-06	Leucine degradation, leucine => acetoacetate + acetyl-CoA	15.0
8.013181316585142e-06	neg	0.0029809034497696725	Nitrogen metabolism PAO1	18.0
8.432054516814636e-05	neg	0.015683621401275223	Propanoate metabolism PAO1	18.0
0.00015890664531743176	pos	0.00985221200968077	Oxidative phosphorylation PAO1	19.0
1.4560114354245395e-06	pos	0.00018054541799264289	Glycine, serine and threonine metabolism PAO1	19.0
8.952164130488356e-05	pos	0.00832551264135417	Synthesis and degradation of ketone bodies PAO1	19.0
4.4536820261032566e-13	neg	1.6567697137104112e-10	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	19.0
0.0001518186775108902	neg	0.00985221200968077	Cationic antimicrobial peptide (CAMP) resistance PAO1	19.0
6.685701511165064e-08	neg	1.2435404810767019e-05	Quorum sensing PAO1	19.0
0.00015689024945667274	neg	0.029181586398941126	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	20.0
2.1167280972487534e-13	neg	7.874228521765362e-11	Cationic antimicrobial peptide (CAMP) resistance PAO1	20.0
