p-value	side	q-value	pathway	feature
5.304274345861525e-05	pos	0.009865950283302435	Nitrogen metabolism PAO1	0.0
5.510914351800527e-06	pos	0.0020500601388697957	Cyanoamino acid metabolism PAO1	0.0
1.6092486500510969e-40	pos	5.98640497819008e-38	Type III secretion system	1.0
1.9779174032646566e-09	neg	3.678926370072261e-07	Pentose phosphate pathway PAO1	1.0
0.0002027770792051016	neg	0.0251443578214326	Biosynthesis of siderophore group nonribosomal peptides PAO1	1.0
0.00018074011777760598	pos	0.014142496364936075	ABC-2 type transport system	2.0
0.00019008731673301178	neg	0.014142496364936075	Pyocyanine biosynthesis, chorismate => pyocyanine	2.0
6.702581894988113e-15	neg	2.493360464935578e-12	Type VI secretion system	2.0
7.0117065072673066e-12	neg	1.3041774103517188e-09	Quorum sensing PAO1	2.0
2.5701367865539888e-06	neg	0.0003186969615326946	Cyanoamino acid metabolism PAO1	2.0
4.4253129234213064e-05	pos	0.01646216407512726	Aminobenzoate degradation PAO1	3.0
0.00012179090967884264	pos	0.02265310920026473	Glyoxylate and dicarboxylate metabolism PAO1	5.0
1.1510277666098268e-07	neg	4.2818232917885556e-05	Leucine degradation, leucine => acetoacetate + acetyl-CoA	5.0
1.7156802868066167e-08	neg	6.382330666920614e-06	beta-Alanine metabolism PAO1	6.0
2.708027759033006e-06	pos	0.00033579544212009277	Nitrogen metabolism PAO1	7.0
2.1247541509872803e-06	neg	0.00033579544212009277	Oxidative phosphorylation PAO1	7.0
6.609599656240718e-13	neg	2.4587710721215466e-10	Biosynthesis of siderophore group nonribosomal peptides PAO1	7.0
4.082209767142147e-16	pos	1.5185820333768785e-13	Cationic antimicrobial peptide (CAMP) resistance PAO1	8.0
2.3494912303121596e-05	pos	0.002913369125587078	Aminobenzoate degradation PAO1	8.0
2.7882281354291665e-08	neg	5.1861043318982496e-06	Putative polar amino acid transport system	8.0
4.5115351504789335e-09	pos	1.6782910759781632e-06	Pentose phosphate pathway PAO1	9.0
7.073353631445093e-05	neg	0.013156437754487871	Quorum sensing PAO1	9.0
0.0002006493316289175	neg	0.02488051712198577	Cyanoamino acid metabolism PAO1	9.0
2.482242762177843e-07	pos	4.6169715376507873e-05	Arginine biosynthesis PAO1	10.0
0.0002348252280646574	pos	0.021838746210013138	Flagellar assembly PAO1	10.0
7.328041465305393e-05	neg	0.009086771416978688	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	10.0
2.1320520185267915e-09	neg	7.931233508919664e-07	Quorum sensing PAO1	10.0
2.77105352689319e-06	pos	0.0005154159560021333	Glycine, serine and threonine metabolism PAO1	11.0
0.00013639230202815028	neg	0.012684484088617975	Nitrogen metabolism PAO1	11.0
1.765746580840492e-11	neg	6.568577280726629e-09	Cationic antimicrobial peptide (CAMP) resistance PAO1	11.0
4.598857559589986e-06	neg	0.0005702583373891583	Type VI secretion system	11.0
0.0005018890346149035	neg	0.03734054417534882	Quorum sensing PAO1	11.0
5.8230987217957994e-06	pos	0.0021661927245080373	Flagellar assembly PAO1	12.0
1.6881941987566122e-05	neg	0.0031400412096872984	Amino sugar and nucleotide sugar metabolism PAO1	12.0
2.7030946933965595e-08	neg	5.0277561297176e-06	Nitrogen metabolism PAO1	14.0
1.1042978448807521e-10	neg	4.107987982956398e-08	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	14.0
1.0896255649942173e-05	neg	0.001013351775444622	Cytochrome c oxidase, cbb3-type	14.0
3.4435709449001487e-06	neg	0.00042700279716761843	Methane metabolism PAO1	14.0
2.6206148491929837e-08	neg	4.874343619498949e-06	Type VI secretion system	15.0
2.048477161692387e-11	neg	7.62033504149568e-09	Quorum sensing PAO1	15.0
1.2773312869046691e-05	neg	0.0015838907957617897	Cyanoamino acid metabolism PAO1	15.0
7.184915033551756e-05	pos	0.008909294641604178	Bacterial chemotaxis PAO1	16.0
1.0013035848328127e-13	pos	3.724849335578063e-11	Flagellar assembly PAO1	16.0
1.6085853088775987e-09	neg	2.9919686745123335e-07	Fructose and mannose metabolism PAO1	16.0
0.0005354850783651778	pos	0.04980011228796153	Bacterial chemotaxis PAO1	17.0
