p-value	side	q-value	pathway	feature
0.0005197842177651507	pos	0.04833993225215901	Citrate cycle (TCA cycle, Krebs cycle)	0.0
3.3902153245619046e-06	pos	0.0004203867002456762	Oxidative phosphorylation PAO1	0.0
1.5446349990399227e-25	pos	2.873021098214256e-23	Ribosome PAO1	0.0
8.620795155427324e-31	pos	3.2069357978189642e-28	Ribosome, bacteria	0.0
6.546218561076241e-06	pos	0.0012175966523601807	Sulfur metabolism PAO1	2.0
5.8078399296670945e-05	pos	0.003600860756393599	Aminobenzoate degradation PAO1	2.0
0.00035854847593313723	pos	0.013338003304712704	Putative polar amino acid transport system	2.0
0.0002104862974077108	pos	0.009787612829458552	Macrolide resistance, MacAB-TolC transporter	2.0
5.8078399296670945e-05	pos	0.003600860756393599	Zinc transport system	2.0
0.0001903264576877095	pos	0.035400721129913965	Spermidine/putrescine transport system	6.0
5.647950388407372e-06	neg	0.0021010375444875423	Ribosome PAO1	6.0
3.811237380802872e-38	pos	1.4177803056586685e-35	Type III secretion system	7.0
7.184915033551756e-05	pos	0.026727883924812533	Glyoxylate and dicarboxylate metabolism PAO1	8.0
0.00038191432914813677	pos	0.02367868840718448	Glycerolipid metabolism PAO1	10.0
2.7136235613758365e-05	pos	0.002523669912079528	Fructose and mannose metabolism PAO1	10.0
4.3312579600934204e-05	neg	0.0032224559223095047	Glycine, serine and threonine metabolism PAO1	10.0
1.0360604426922387e-09	neg	1.927072423407564e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	10.0
1.942461687328134e-06	neg	0.0002408652492286886	Tyrosine metabolism PAO1	10.0
7.977748876254849e-12	neg	2.9677225819668036e-09	Valine, leucine and isoleucine degradation PAO1	10.0
7.955693902370016e-07	pos	9.86506043893882e-05	Biosynthesis of siderophore group nonribosomal peptides PAO1	11.0
1.3044618381048662e-37	neg	4.852598037750102e-35	Sulfur metabolism PAO1	11.0
2.819600971792178e-08	neg	5.244457807533451e-06	Putative polar amino acid transport system	11.0
3.515490321416788e-05	neg	0.0043592079985568175	Iron(III) transport system	12.0
1.052254899044366e-05	neg	0.0019571941122225205	Iron complex transport system	12.0
8.0380666187643e-11	neg	2.990160782180319e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	12.0
1.4172850867048122e-05	pos	0.005272300522541901	Nitrogen metabolism PAO1	13.0
5.387417080126964e-05	pos	0.006680397179357435	Zinc transport system	13.0
0.00045080330184631205	neg	0.04192470707170702	Type III secretion system	13.0
3.4406782787115315e-05	neg	0.006399661598403448	Propanoate metabolism PAO1	13.0
0.0003530393099242884	pos	0.04377687443061176	Phenylalanine metabolism PAO1	14.0
1.2080863560381442e-34	neg	4.4940812444618963e-32	Type III secretion system	14.0
4.216066879906135e-08	neg	7.84188439662541e-06	Branched-chain amino acid transport system	14.0
0.0001524076709007678	pos	0.018898551191695208	Phenazine biosynthesis PAO1	15.0
5.100913240321203e-21	pos	1.8975397253994874e-18	Quorum sensing PAO1	15.0
1.8408714531060813e-06	pos	0.0003424020902777311	Cyanoamino acid metabolism PAO1	15.0
2.3132584646558375e-09	neg	2.868440496173239e-07	Oxidative phosphorylation PAO1	16.0
4.3423576934684684e-16	neg	8.07678530985135e-14	Ribosome PAO1	16.0
1.4921898745215472e-25	neg	5.550946333220155e-23	Ribosome, bacteria	16.0
6.419327901491744e-06	neg	0.0005969974948387322	Pyrimidine metabolism PAO1	16.0
0.000480495219743949	pos	0.044686055436187255	Bacterial chemotaxis PAO1	17.0
1.437652720049108e-14	pos	5.348068118582681e-12	Flagellar assembly PAO1	17.0
