p-value	side	q-value	pathway	feature
1.522315391856137e-05	pos	0.0028315066288524147	Zinc transport system	0.0
7.185152188073133e-08	neg	2.672876613963205e-05	Type III secretion system	0.0
7.812007121962975e-05	pos	0.029060666493702265	Quorum sensing PAO1	1.0
1.665170785522365e-18	pos	6.194435322143198e-16	Type VI secretion system	2.0
6.473301456660387e-07	neg	8.026893806258881e-05	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	2.0
1.6299332327398793e-09	neg	3.0316758128961755e-07	Cationic antimicrobial peptide (CAMP) resistance PAO1	2.0
3.694988860690733e-05	pos	0.0034363396404423815	Arginine biosynthesis PAO1	3.0
0.0008604784583037985	neg	0.045728283784144716	Vanadium resistance, efflux pump MexGHI-OpmD	3.0
0.0006588220555996925	neg	0.040846967447180936	Putative polar amino acid transport system	3.0
0.0006588220555996925	neg	0.040846967447180936	Nitrogen metabolism PAO1	3.0
1.4837874515525976e-10	neg	5.519689319775663e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	3.0
3.582014518468671e-05	neg	0.0034363396404423815	Oxidative phosphorylation PAO1	3.0
1.6307158651397496e-06	neg	0.0003033131509159934	Sulfur metabolism PAO1	3.0
0.0005493503280686866	pos	0.029194046005935913	Oxidative phosphorylation PAO1	4.0
3.045459520973742e-05	neg	0.0022658218836044642	Type III secretion system	4.0
6.645736865342135e-05	neg	0.004120356856512124	Flagellar assembly PAO1	4.0
1.2313310004430496e-05	neg	0.001145137830412036	beta-Alanine metabolism PAO1	4.0
0.0010067452561193647	neg	0.04681365440955046	Cationic antimicrobial peptide (CAMP) resistance PAO1	4.0
2.5671294752419326e-10	neg	4.774860823949994e-08	Quorum sensing PAO1	4.0
5.990335692438971e-11	neg	2.228404877587297e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	4.0
4.4322754378500564e-08	neg	5.49602154293407e-06	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4.0
4.263782354274436e-06	pos	0.00158612703579009	Flagellar assembly PAO1	5.0
1.59509795426097e-05	neg	0.0029668821949254036	Amino sugar and nucleotide sugar metabolism PAO1	5.0
1.4258659334767752e-08	neg	5.304221272533604e-06	Valine, leucine and isoleucine degradation PAO1	6.0
0.00011550243908092015	neg	0.021483453669051147	Vanadium resistance, efflux pump MexGHI-OpmD	6.0
0.0003578443118637736	pos	0.04437269467110792	Ribosome PAO1	7.0
0.00024868566249281154	neg	0.04437269467110792	Vanadium resistance, efflux pump MexGHI-OpmD	7.0
1.0460088224446886e-14	neg	3.891152819494241e-12	Quorum sensing PAO1	7.0
0.0002279015302205322	pos	0.02825978974734599	Type II general secretion pathway	8.0
1.1192193988402919e-05	neg	0.004163496163685885	Aminobenzoate degradation PAO1	8.0
8.886085645185754e-05	neg	0.0165281193000455	Oxidative phosphorylation PAO1	8.0
1.0369496238941076e-09	pos	1.92872630044304e-07	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	9.0
6.672822889550458e-05	pos	0.008274300383042568	Cationic antimicrobial peptide (CAMP) resistance PAO1	9.0
1.8968615807227492e-10	neg	7.056325080288627e-08	Tyrosine metabolism PAO1	9.0
0.0002771513591641266	pos	0.025775076402263772	Macrolide resistance, MacAB-TolC transporter	10.0
1.7071810334825225e-05	pos	0.002116904481518328	Zinc transport system	10.0
2.931377411316807e-16	neg	1.0904723970098522e-13	Type VI secretion system	10.0
3.222817637907031e-07	neg	5.9944408065070775e-05	Phenazine biosynthesis PAO1	10.0
1.8874030206622808e-10	pos	7.021139236863684e-08	Denitrification, nitrate => nitrogen	11.0
