p-value	side	q-value	pathway	feature
0.0002279015302205322	pos	0.04238968462101898	Type II general secretion pathway	1.0
4.985678879179909e-07	neg	0.00018546725430549258	Ribosome, bacteria	1.0
2.7317398623397653e-05	pos	0.005081036143951963	Amino sugar and nucleotide sugar metabolism PAO1	2.0
2.6899896212117245e-05	neg	0.005081036143951963	Quorum sensing PAO1	2.0
2.120255554084186e-05	pos	0.007887350661193171	Citrate cycle (TCA cycle) PAO1	3.0
0.0003199927110120988	pos	0.039679096165500256	Selenocompound metabolism PAO1	3.0
9.03101796488179e-05	neg	0.016797693414680126	Protein export PAO1	3.0
8.161969447886368e-05	pos	0.015181263173068643	Benzoate degradation PAO1	4.0
4.6078151551362587e-05	pos	0.015181263173068643	Aminobenzoate degradation PAO1	4.0
1.6258045879935897e-06	pos	0.00020159976891120514	Propanoate metabolism PAO1	7.0
4.210853674760344e-07	pos	7.832187835054239e-05	Tyrosine metabolism PAO1	7.0
6.146821483903889e-12	neg	2.2866175920122466e-09	Quorum sensing PAO1	7.0
4.63970094112375e-05	pos	0.008629843750490173	Benzoate degradation PAO1	8.0
5.016592972551846e-07	neg	0.00018661725857892865	Flagellar assembly PAO1	8.0
8.532120538910293e-06	pos	0.0015869744202373145	Aminobenzoate degradation PAO1	9.0
6.185668277589736e-05	neg	0.007670228664211272	Type VI secretion system	9.0
3.2161004568665637e-19	neg	1.1963893699543616e-16	Sulfur metabolism PAO1	9.0
8.499652453899588e-34	pos	3.1618707128506464e-31	Sulfur metabolism PAO1	11.0
5.757970168532162e-09	pos	1.070982451346982e-06	Putative polar amino acid transport system	11.0
8.952164130488356e-05	pos	0.03330205056541668	Styrene degradation PAO1	12.0
1.2170729325101834e-06	pos	0.0002263755654468941	Spermidine/putrescine transport system	13.0
0.0006567702247012824	neg	0.04886370471777541	Arginine biosynthesis PAO1	13.0
0.0005066499417397662	neg	0.04711844458179825	Bacterial chemotaxis PAO1	13.0
0.000221075577184703	neg	0.02741337157090317	Styrene degradation PAO1	13.0
1.0126491084442977e-07	neg	3.767054683412787e-05	Valine, leucine and isoleucine degradation PAO1	13.0
0.00020931459495879167	neg	0.025955009774890167	Arginine biosynthesis PAO1	14.0
9.135141004839924e-08	neg	1.6991362269002256e-05	Phenazine biosynthesis PAO1	14.0
3.7884645349992576e-10	neg	1.4093088070197238e-07	Pyocyanine biosynthesis, chorismate => pyocyanine	14.0
1.6736397338730822e-09	pos	3.1129699050039326e-07	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	15.0
9.446405737399283e-05	pos	0.008785157335781332	Cationic antimicrobial peptide (CAMP) resistance PAO1	15.0
1.8165807795605217e-05	neg	0.0022525601666550468	Spermidine/putrescine transport system	15.0
0.00012272947559595948	neg	0.009131072984339385	Oxidative phosphorylation PAO1	15.0
0.0001534214390910158	neg	0.009512129223642979	Fructose and mannose metabolism PAO1	15.0
6.168211942610922e-16	neg	2.294574842651263e-13	Tyrosine metabolism PAO1	15.0
6.076976877681168e-07	pos	0.00011303176992486972	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	16.0
