p-value	side	q-value	pathway	feature
1.522315391856137e-05	pos	0.0028315066288524147	Zinc transport system	0.0
6.328682795830387e-06	neg	0.0023542700000489035	Type III secretion system	0.0
7.812007121962975e-05	pos	0.029060666493702265	Quorum sensing PAO1	1.0
1.8015429364875983e-05	pos	0.0016754349309334663	Arginine biosynthesis PAO1	2.0
1.665170785522365e-18	pos	6.194435322143198e-16	Type VI secretion system	2.0
4.3572729093331296e-11	neg	8.10452761135962e-09	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	2.0
3.6204575044540464e-06	neg	0.00044893673055230174	Cationic antimicrobial peptide (CAMP) resistance PAO1	2.0
3.694988860690733e-05	pos	0.0034363396404423815	Arginine biosynthesis PAO1	3.0
3.582014518468671e-05	neg	0.0034363396404423815	Oxidative phosphorylation PAO1	3.0
0.0006588220555996925	neg	0.040846967447180936	Nitrogen metabolism PAO1	3.0
1.6307158651397496e-06	neg	0.0003033131509159934	Sulfur metabolism PAO1	3.0
0.0008604784583037985	neg	0.045728283784144716	Vanadium resistance, efflux pump MexGHI-OpmD	3.0
0.0006588220555996925	neg	0.040846967447180936	Putative polar amino acid transport system	3.0
1.4837874515525976e-10	neg	5.519689319775663e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	3.0
0.0005493503280686866	pos	0.022706480226839045	Oxidative phosphorylation PAO1	4.0
0.001215283140292103	neg	0.04520853281886623	Oxidative phosphorylation PAO1	4.0
3.1115695668793124e-06	neg	0.00038583462629303473	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4.0
5.3429843112665654e-05	neg	0.0033126502729852706	Cationic antimicrobial peptide (CAMP) resistance PAO1	4.0
2.5671294752419326e-10	neg	4.774860823949994e-08	Quorum sensing PAO1	4.0
3.045459520973742e-05	neg	0.0022658218836044642	Type III secretion system	4.0
1.2313310004430496e-05	neg	0.001145137830412036	beta-Alanine metabolism PAO1	4.0
0.00021574845484290274	neg	0.010032303150194977	Styrene degradation PAO1	4.0
5.990335692438971e-11	neg	2.228404877587297e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	4.0
6.645736865342135e-05	neg	0.003531734448438963	Flagellar assembly PAO1	4.0
4.263782354274436e-06	pos	0.00158612703579009	Flagellar assembly PAO1	5.0
1.59509795426097e-05	neg	0.0029668821949254036	Amino sugar and nucleotide sugar metabolism PAO1	5.0
0.00011550243908092015	neg	0.021483453669051147	Vanadium resistance, efflux pump MexGHI-OpmD	6.0
1.4258659334767752e-08	neg	5.304221272533604e-06	Valine, leucine and isoleucine degradation PAO1	6.0
4.287683836082978e-06	pos	0.0007975091935114338	Ribosome, bacteria	7.0
0.00024868566249281154	neg	0.023127766611831472	Pyocyanine biosynthesis, chorismate => pyocyanine	7.0
0.00024868566249281154	neg	0.023127766611831472	Vanadium resistance, efflux pump MexGHI-OpmD	7.0
1.0460088224446886e-14	neg	3.891152819494241e-12	Quorum sensing PAO1	7.0
7.639873017020568e-05	pos	0.011018746200030335	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	8.0
8.886085645185754e-05	neg	0.011018746200030335	Oxidative phosphorylation PAO1	8.0
1.1192193988402919e-05	neg	0.004163496163685885	Aminobenzoate degradation PAO1	8.0
1.0369496238941076e-09	pos	1.92872630044304e-07	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	9.0
6.672822889550458e-05	pos	0.008274300383042568	Cationic antimicrobial peptide (CAMP) resistance PAO1	9.0
1.8968615807227492e-10	neg	7.056325080288627e-08	Tyrosine metabolism PAO1	9.0
0.0002771513591641266	pos	0.025775076402263772	Macrolide resistance, MacAB-TolC transporter	10.0
1.7071810334825225e-05	pos	0.002116904481518328	Zinc transport system	10.0
8.081086273512229e-08	neg	1.5030820468732744e-05	Pyocyanine biosynthesis, chorismate => pyocyanine	10.0
2.931377411316807e-16	neg	1.0904723970098522e-13	Type VI secretion system	10.0
3.32281520992091e-06	pos	0.0012360872580905785	Nitrogen metabolism PAO1	11.0
0.0001351270057432206	pos	0.02513362306823903	Denitrification, nitrate => nitrogen	11.0
5.978162331019532e-15	neg	2.223876387139266e-12	Tyrosine metabolism PAO1	13.0
1.854504369694848e-05	pos	0.0017246890638162086	Amino sugar and nucleotide sugar metabolism PAO1	14.0
4.0368803864528215e-07	neg	7.508597518802247e-05	Type VI secretion system	14.0
1.8693788654044188e-06	neg	0.00023180297931014792	Quorum sensing PAO1	14.0
5.619033064777174e-13	neg	2.0902803000971083e-10	Biosynthesis of siderophore group nonribosomal peptides PAO1	14.0
4.7755707867824206e-39	pos	1.7765123326830604e-36	Type III secretion system	15.0
0.00017072777456403056	pos	0.009072961733974195	Vanadium resistance, efflux pump MexGHI-OpmD	16.0
2.038755693023264e-15	pos	3.792085589023271e-13	Type VI secretion system	16.0
5.345260517968892e-19	pos	1.9884369126844277e-16	Quorum sensing PAO1	16.0
2.1852662689885346e-06	pos	0.0002032297630159337	Cyanoamino acid metabolism PAO1	16.0
