p-value	side	q-value	pathway	feature
4.970092972334543e-11	pos	1.8488745857084498e-08	Pentose phosphate pathway PAO1	1.0
0.0001284789833163733	pos	0.0377165367321489	Type VI secretion system	2.0
0.0002027770792051016	neg	0.0377165367321489	Arginine biosynthesis PAO1	2.0
1.317692815716865e-07	neg	1.6339390914889127e-05	Oxidative phosphorylation PAO1	3.0
3.581031128402829e-25	neg	6.660717898829261e-23	Ribosome PAO1	3.0
2.2033710265371763e-33	neg	8.196540218718295e-31	Ribosome, bacteria	3.0
8.79000489515866e-05	pos	0.016349409104995105	Biosynthesis of siderophore group nonribosomal peptides PAO1	4.0
1.2789197406775823e-08	neg	4.757581435320606e-06	Styrene degradation PAO1	4.0
5.718790373398802e-10	neg	2.127390018904354e-07	Quorum sensing PAO1	5.0
2.5664302770155112e-05	pos	0.0042730031758072915	Phenazine biosynthesis PAO1	8.0
3.445970303070396e-05	pos	0.0042730031758072915	Quorum sensing PAO1	8.0
6.400663218802973e-05	pos	0.005952616793486765	Aminobenzoate degradation PAO1	8.0
3.4712042992432334e-37	neg	1.2912879993184828e-34	Type III secretion system	8.0
0.00010400532511094059	pos	0.038689980941269894	Amino sugar and nucleotide sugar metabolism PAO1	9.0
6.810897214967349e-07	pos	0.00012668268819839267	Iron complex transport system	10.0
3.8559397471870507e-10	pos	1.4344095859535828e-07	Biosynthesis of siderophore group nonribosomal peptides PAO1	10.0
0.00039661075483767347	pos	0.03688480019990363	Macrolide resistance, MacAB-TolC transporter	10.0
0.00014914546461161922	pos	0.018494037611840784	Zinc transport system	10.0
1.7400044519595016e-11	pos	3.236408280644673e-09	Tyrosine metabolism PAO1	11.0
3.256294212009881e-12	neg	1.2113414468676756e-09	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	11.0
1.307695941489883e-05	neg	0.001216157225585591	Citrate cycle (TCA cycle) PAO1	12.0
1.2323909586488624e-07	neg	2.2922471830868838e-05	Oxidative phosphorylation PAO1	12.0
4.182985737992208e-06	neg	0.0005186902315110338	Ribosome PAO1	12.0
1.5358782977027028e-14	neg	5.713467267454054e-12	Ribosome, bacteria	12.0
8.952164130488356e-05	pos	0.006660410113083336	Phenazine biosynthesis PAO1	13.0
9.435062272635893e-16	pos	3.509843165420552e-13	Quorum sensing PAO1	13.0
3.270043471077708e-06	pos	0.0006082280856204536	Cyanoamino acid metabolism PAO1	13.0
8.78042524000718e-05	neg	0.006660410113083336	Nitrogen metabolism PAO1	13.0
9.679109454349775e-06	neg	0.0012002095723393721	Sulfur metabolism PAO1	13.0
5.593478458890062e-05	pos	0.010403869933535514	Phenazine biosynthesis PAO1	14.0
1.705658476802898e-17	pos	6.34504953370678e-15	Quorum sensing PAO1	14.0
0.0004032330711188624	neg	0.04714176474865269	Nitrogen metabolism PAO1	14.0
0.000506900696222072	neg	0.04714176474865269	Aminobenzoate degradation PAO1	14.0
4.285759754364884e-13	pos	1.5943026286237368e-10	Sulfur metabolism PAO1	15.0
2.326537257825258e-05	neg	0.00288490619970332	Iron(III) transport system	15.0
