p-value	side	q-value	pathway	feature
5.5437312263242287e-05	pos	0.010311340080963065	Flagellar assembly PAO1	0.0
3.436705222987678e-06	pos	0.001278454342951416	Glutamate/aspartate transport system	0.0
5.1849537604806996e-05	pos	0.00482200699724705	Aminobenzoate degradation PAO1	2.0
0.00031008681847294274	pos	0.01922538274532245	Putative polar amino acid transport system	2.0
4.396796697401312e-11	pos	8.17804185716644e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	2.0
7.484430573937345e-05	pos	0.005568416347009384	Cationic antimicrobial peptide (CAMP) resistance PAO1	2.0
6.009988417388211e-22	pos	2.235715691268414e-19	Sulfur metabolism PAO1	2.0
4.326662780047386e-05	neg	0.00482200699724705	Denitrification, nitrate => nitrogen	2.0
1.1933471822237182e-05	pos	0.0022196257589361156	Zinc transport system	3.0
6.987582433305817e-05	pos	0.008664602217299214	Iron complex transport system	3.0
3.2180944661445222e-06	neg	0.0011971311414057622	Quorum sensing PAO1	3.0
3.4991494179638553e-12	pos	1.301683583482554e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	4.0
0.0005141406819239131	neg	0.04781508341892392	Nitrogen metabolism PAO1	4.0
3.990089050283223e-06	neg	0.0004947710422351197	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4.0
6.40340504505798e-08	neg	1.191033338380784e-05	Cationic antimicrobial peptide (CAMP) resistance PAO1	4.0
7.173053257631114e-06	pos	0.0026683758118387743	Cyanoamino acid metabolism PAO1	5.0
0.0007953066361892744	pos	0.04226486695177287	RNA degradation PAO1	6.0
3.098488564942593e-16	pos	5.763188730793223e-14	Ribosome PAO1	6.0
1.1018088871467185e-25	pos	4.098729060185793e-23	Ribosome, bacteria	6.0
0.0004788460860843838	pos	0.029688457337231796	Purine metabolism PAO1	6.0
0.00030877820110458026	pos	0.02297309816218077	Aminoacyl-tRNA biosynthesis, prokaryotes	6.0
2.1101052510895805e-05	pos	0.0019623978835133097	Citrate cycle (TCA cycle) PAO1	6.0
1.8572652219720556e-09	pos	2.303008875245349e-07	Oxidative phosphorylation PAO1	6.0
2.8009235791884984e-07	pos	5.209717857290607e-05	Type VI secretion system	7.0
1.7112455595680083e-11	pos	6.36583348159299e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	7.0
3.9900553056127365e-12	pos	1.4843005736879378e-09	Valine, leucine and isoleucine degradation PAO1	8.0
9.055238051963987e-05	pos	0.011228495184435344	Bacterial chemotaxis PAO1	8.0
1.6812091378259104e-09	pos	3.127048996356193e-07	Quorum sensing PAO1	8.0
1.7815648032421712e-26	pos	3.313710534030438e-24	Valine, leucine and isoleucine degradation PAO1	9.0
1.1154452921387343e-07	pos	1.3831521622520306e-05	Tyrosine metabolism PAO1	9.0
3.962633914873036e-05	neg	0.0036852495408319233	Tyrosine metabolism PAO1	9.0
1.8563635578733597e-29	neg	6.905672435288897e-27	Type III secretion system	9.0
9.152689825164347e-06	pos	0.001134933538320379	Zinc transport system	11.0
0.000281854265207478	neg	0.026212446664295452	Quorum sensing PAO1	11.0
4.755305433717681e-13	neg	1.7689736213429773e-10	Biosynthesis of siderophore group nonribosomal peptides PAO1	11.0
5.14313616854968e-09	neg	9.566233273502404e-07	Phenylalanine metabolism PAO1	11.0
4.907785164190247e-09	neg	1.8256960810787718e-06	Phenazine biosynthesis PAO1	12.0
0.00014028695636496706	neg	0.026093373883883872	Phenylalanine metabolism PAO1	12.0
9.495851485018469e-14	neg	1.766228376213435e-11	Ribosome PAO1	13.0
5.0087805675592017e-26	neg	1.8632663711320228e-23	Ribosome, bacteria	13.0
4.559348875515601e-06	neg	0.00042401944542295084	Aminoacyl-tRNA biosynthesis, prokaryotes	13.0
2.3795094696865497e-07	neg	2.9505917424113216e-05	Oxidative phosphorylation PAO1	13.0
7.639873017020568e-05	pos	0.014210163811658256	Aminoacyl-tRNA biosynthesis, prokaryotes	14.0
5.9246799623284614e-05	pos	0.014210163811658256	Pyrimidine metabolism PAO1	14.0
5.205607497758233e-14	neg	9.682429945830313e-12	Type VI secretion system	16.0
