p-value	side	q-value	pathway	feature
3.436705222987678e-06	pos	0.001278454342951416	Glutamate/aspartate transport system	0.0
5.5437312263242287e-05	pos	0.010311340080963065	Flagellar assembly PAO1	0.0
3.614689313937339e-08	pos	4.482214749282301e-06	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	2.0
6.009988417388211e-22	pos	2.235715691268414e-19	Sulfur metabolism PAO1	2.0
5.1849537604806996e-05	pos	0.00482200699724705	Aminobenzoate degradation PAO1	2.0
0.00031008681847294274	pos	0.02307045929438694	Putative polar amino acid transport system	2.0
4.396796697401312e-11	pos	8.17804185716644e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	2.0
6.987582433305817e-05	pos	0.008664602217299214	Iron complex transport system	3.0
1.1933471822237182e-05	pos	0.0022196257589361156	Zinc transport system	3.0
3.2180944661445222e-06	neg	0.0011971311414057622	Quorum sensing PAO1	3.0
3.4991494179638553e-12	pos	6.50841791741277e-10	Biosynthesis of siderophore group nonribosomal peptides PAO1	4.0
2.151829354914885e-13	neg	8.004805200283371e-11	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	4.0
0.00037536723037708155	pos	0.04654553656675811	Taurine and hypotaurine metabolism PAO1	5.0
7.173053257631114e-06	pos	0.0026683758118387743	Cyanoamino acid metabolism PAO1	5.0
0.0002875751172103219	neg	0.04654553656675811	Oxidative phosphorylation PAO1	5.0
2.1101052510895805e-05	pos	0.0019623978835133097	Citrate cycle (TCA cycle) PAO1	6.0
1.8572652219720556e-09	pos	2.303008875245349e-07	Oxidative phosphorylation PAO1	6.0
0.0007953066361892744	pos	0.04226486695177287	RNA degradation PAO1	6.0
0.00030877820110458026	pos	0.02297309816218077	Aminoacyl-tRNA biosynthesis, prokaryotes	6.0
1.4924435901255894e-17	pos	2.775945077633596e-15	Ribosome PAO1	6.0
7.176016469697657e-24	pos	2.6694781267275282e-21	Ribosome, bacteria	6.0
0.0004788460860843838	pos	0.029688457337231796	Purine metabolism PAO1	6.0
2.8009235791884984e-07	pos	5.209717857290607e-05	Type VI secretion system	7.0
1.7112455595680083e-11	pos	6.36583348159299e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	7.0
0.000587607580263188	pos	0.04371800397158118	dTDP-L-rhamnose biosynthesis	8.0
1.6812091378259104e-09	pos	3.127048996356193e-07	Quorum sensing PAO1	8.0
9.055238051963987e-05	pos	0.011228495184435344	Bacterial chemotaxis PAO1	8.0
0.000587607580263188	pos	0.04371800397158118	Styrene degradation PAO1	8.0
1.9296098072703398e-12	pos	7.178148483045664e-10	Valine, leucine and isoleucine degradation PAO1	8.0
1.1154452921387343e-07	pos	1.3831521622520306e-05	Tyrosine metabolism PAO1	9.0
1.7815648032421712e-26	pos	3.313710534030438e-24	Valine, leucine and isoleucine degradation PAO1	9.0
1.8563635578733597e-29	neg	6.905672435288897e-27	Type III secretion system	9.0
3.962633914873036e-05	neg	0.0036852495408319233	Tyrosine metabolism PAO1	9.0
9.152689825164347e-06	pos	0.001134933538320379	Zinc transport system	11.0
0.000281854265207478	neg	0.026212446664295452	Quorum sensing PAO1	11.0
5.14313616854968e-09	neg	9.566233273502404e-07	Phenylalanine metabolism PAO1	11.0
4.755305433717681e-13	neg	1.7689736213429773e-10	Biosynthesis of siderophore group nonribosomal peptides PAO1	11.0
3.038691507633731e-07	neg	0.00011303932408397478	Phenazine biosynthesis PAO1	12.0
0.00014028695636496706	neg	0.026093373883883872	Phenylalanine metabolism PAO1	12.0
2.3795094696865497e-07	neg	2.9505917424113216e-05	Oxidative phosphorylation PAO1	13.0
4.559348875515601e-06	neg	0.00042401944542295084	Aminoacyl-tRNA biosynthesis, prokaryotes	13.0
9.495851485018469e-14	neg	1.766228376213435e-11	Ribosome PAO1	13.0
5.0087805675592017e-26	neg	1.8632663711320228e-23	Ribosome, bacteria	13.0
6.473301456660387e-07	pos	0.0002408068141877664	Aminoacyl-tRNA biosynthesis, prokaryotes	14.0
5.9246799623284614e-05	pos	0.007346603153287293	Pyrimidine metabolism PAO1	14.0
1.7506810997440456e-05	neg	0.0032562668455239246	beta-Alanine metabolism PAO1	14.0
0.00027194309905823207	neg	0.02529070821241558	Phenazine biosynthesis PAO1	16.0
5.205607497758233e-14	neg	9.682429945830313e-12	Type VI secretion system	16.0
2.813468963753612e-18	neg	1.0466104545163436e-15	Quorum sensing PAO1	16.0
4.412273105337661e-06	neg	0.0005471218650618699	Cyanoamino acid metabolism PAO1	16.0
2.1436592858656609e-07	pos	7.974412543420258e-05	Spermidine/putrescine transport system	17.0
0.0003673319388265063	neg	0.04554916041448678	Tyrosine metabolism PAO1	17.0
4.725097813841288e-06	neg	0.0008788681933744795	Valine, leucine and isoleucine degradation PAO1	17.0
0.0003215762877062232	pos	0.029906594756678756	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	18.0
7.291256047359213e-07	pos	9.041157498725425e-05	RNA degradation PAO1	18.0
1.0048454565274436e-18	pos	1.869012549141045e-16	Ribosome PAO1	18.0
5.974378988465646e-22	pos	2.22246898370922e-19	Ribosome, bacteria	18.0
0.0001149878846949522	neg	0.012711253661565624	Degradation of aromatic compounds PAO1	19.0
0.00013668014689855511	neg	0.012711253661565624	Glycine betaine/proline transport system	19.0
1.2357109722571014e-08	neg	4.5968448167964165e-06	Methane metabolism PAO1	19.0
2.3494912303121596e-05	neg	0.004370053688380617	Aminobenzoate degradation PAO1	19.0
6.784819636358912e-11	pos	1.2619764523627576e-08	Nitrogen metabolism PAO1	20.0
2.3668195438832155e-05	pos	0.0022011421758113903	Type VI secretion system	20.0
4.412273105337661e-06	pos	0.0005471218650618699	Cyanoamino acid metabolism PAO1	20.0
3.945234805119429e-12	neg	1.4676273475044275e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	20.0
3.605380400170374e-05	pos	0.004470671696211264	Benzoate degradation PAO1	21.0
2.4700074216172813e-05	pos	0.004470671696211264	Aminobenzoate degradation PAO1	21.0
1.0207930989338425e-15	pos	3.7973503280338937e-13	Valine, leucine and isoleucine degradation PAO1	21.0
0.0005106694823285519	neg	0.04749226185655533	Multidrug resistance, efflux pump MexPQ-OpmE	21.0
3.335800804127635e-07	pos	0.000124091789913548	Spermidine/putrescine transport system	23.0
0.00010986202170380717	pos	0.013622890691272089	Oxidative phosphorylation PAO1	26.0
0.0007355686869531002	neg	0.040073963029099914	Quorum sensing PAO1	26.0
0.0007540799494723102	neg	0.040073963029099914	Benzoate degradation PAO1	26.0
0.0005115986395326283	neg	0.038062938781227545	Styrene degradation PAO1	26.0
0.00021751574769399365	neg	0.02022896453554141	Aminobenzoate degradation PAO1	26.0
1.2830671799386185e-06	neg	0.00023865049546858302	Fructose and mannose metabolism PAO1	26.0
3.187273602751916e-10	neg	1.1856657802237126e-07	Valine, leucine and isoleucine degradation PAO1	26.0
1.591430844643688e-05	pos	0.005920122742074519	Oxidative phosphorylation PAO1	27.0
4.341547165908807e-05	neg	0.008075277728590381	RNA degradation PAO1	27.0
3.569284044010895e-08	pos	1.3277736643720529e-05	Phosphonate and phosphinate metabolism PAO1	28.0
2.8569546541549494e-06	pos	0.0010627871313456411	Amino sugar and nucleotide sugar metabolism PAO1	30.0
3.0966646360712947e-05	neg	0.005759796223092608	Fructose and mannose metabolism PAO1	30.0
4.841897331330377e-13	neg	1.8011858072549003e-10	Pentose phosphate pathway PAO1	32.0
2.900975091583824e-05	neg	0.005395813670345913	Tyrosine metabolism PAO1	32.0
3.5289035016635704e-07	pos	6.563760513094241e-05	Type VI secretion system	33.0
3.1183145620966033e-16	neg	1.1600130170999364e-13	Valine, leucine and isoleucine degradation PAO1	33.0
0.00011592025035428913	pos	0.021561166565897776	Amino sugar and nucleotide sugar metabolism PAO1	36.0
9.845960021894541e-05	pos	0.021561166565897776	Flagellar assembly PAO1	36.0
1.9118278816237577e-10	pos	7.111999719640379e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	37.0
0.00010598417505802253	pos	0.01971305656079219	Zinc transport system	37.0
2.4700074216172813e-05	pos	0.0045942138042081426	Aminobenzoate degradation PAO1	38.0
4.344770898836699e-12	pos	1.6162547743672519e-09	Fructose and mannose metabolism PAO1	38.0
6.723867833857374e-05	neg	0.008337596113983145	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	38.0
1.771251578210881e-05	pos	0.0016472639677361193	Iron complex transport system	39.0
1.7962412958389053e-10	pos	6.682017620520727e-08	Biosynthesis of siderophore group nonribosomal peptides PAO1	39.0
0.00030877820110458026	pos	0.019144248468483976	Macrolide resistance, MacAB-TolC transporter	39.0
0.000102814713497224	pos	0.007649414684193465	Zinc transport system	39.0
1.3359766325727498e-05	neg	0.0016472639677361193	Nitrogen metabolism PAO1	39.0
1.782351696893464e-06	neg	0.00033151741562218427	Glyoxylate and dicarboxylate metabolism PAO1	39.0
9.973265203548538e-06	pos	0.003710054655720056	Starch and sucrose metabolism PAO1	40.0
0.00014363740850877982	pos	0.026716557982633043	Lysine degradation PAO1	41.0
2.4893348555472188e-05	pos	0.009260325662635653	Flagellar assembly PAO1	41.0
1.7960736762919718e-10	neg	6.681394075806135e-08	Nitrogen metabolism PAO1	42.0
1.501090912105743e-07	neg	2.7920290965166817e-05	Sulfur metabolism PAO1	42.0
1.5094687138731298e-08	pos	2.8076118078040212e-06	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	43.0
7.078622061288068e-09	pos	2.633247406799161e-06	Type VI secretion system	43.0
2.3407120194858097e-18	pos	8.707448712487211e-16	Degradation of aromatic compounds PAO1	44.0
2.992879187173116e-05	pos	0.003711170192094664	Aminobenzoate degradation PAO1	44.0
1.4168055637232624e-11	pos	2.635258348525268e-09	Biosynthesis of siderophore group nonribosomal peptides PAO1	44.0
5.014825869693672e-07	pos	0.00018655152235260458	Oxidative phosphorylation PAO1	45.0
